source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
11394615,Strategic Organization,21,3,11,2021,2023,2,"{2021: 6, 2022: 3, 2023: 2}",Themed issue: Methodological pluralism and innovation to advance strategic organization research in organizations and fields | Special issue of <i>Strategic Organization</i>: “The question of intelligent technology: implications for strategy and organization”
46803900,Macroeconomics and Finance in Emerging Market Economies,8,1-2,14,2013,2015,2,"{2013: 1, 2014: 10, 2015: 3}",Operational currency mismatch and firm level performance: evidence from India
23343376,International Business Review,34,1,15,2022,2024,2,"{2022: 1, 2023: 2, 2024: 12}",Overly convenient falsehoods and inconvenient truths: Not what leaders thought they would learn
76633192,Journal of Business Ethics,170,1,13,2019,2021,2,"{2019: 11, 2021: 2}",Reconnecting to the Social in Business Ethics | Review of The Time Is Now: Developing Leaders for Today's Organizations of Color by Cassandra Y. Owens and Helen J. Owens
162525099,Financial Analysts Journal,68,4,10,2010,2012,2,"{2010: 1, 2012: 9}",Emerging Local Currency Bond Markets
50366009,Urban Studies,58,3,11,2019,2021,2,"{2019: 2, 2020: 7, 2021: 2}","From smart to rebel city? Worlding, provincialising and the Barcelona Model | The frontier of digital opportunity: Smart city implementation in small, rural and remote communities in Canada"
39307421,Technological Forecasting and Social Change,73,2,11,2004,2006,2,"{2004: 1, 2005: 5, 2006: 5}",Toward automatic forecasts for diffusion of innovations
58171247,Journal of Product & Brand Management,30,3,10,2019,2021,2,"{2019: 1, 2020: 8, 2021: 1}",Understanding customer brand engagement in user-initiated online brand communities: antecedents and consequences
168717511,The Journal of Applied Behavioral Science,60,3,7,2022,2024,2,"{2022: 1, 2023: 4, 2024: 2}",Astronauts’ Sensemaking of Dangerous Beauty: An Account of the Overview Effect for Organizational Theory
39841227,International Journal of Forecasting,31,1,20,2012,2014,2,"{2012: 1, 2014: 19}",The Future of Oil: Geology Versus Technology
77308338,Corporate Governance An International Review,30,1,11,2020,2022,2,"{2020: 1, 2021: 4, 2022: 6}",Financial literacy and security‐based crowdfunding
172297888,The Review of Austrian Economics,37,2,9,2022,2024,2,"{2022: 6, 2023: 2, 2024: 1}","Am I a good puppet? A review essay of Escaping Paternalism: Rationality, Behavioral Economics, and Public Policy"
57667410,Annals of Operations Research,194,1,27,2010,2012,2,"{2010: 20, 2011: 5, 2012: 2}",Solving the post enrolment course timetabling problem by ant colony optimization | Preface
165087003,Journal of the European Economic Association,19,6,10,2019,2021,2,"{2019: 1, 2021: 9}",Wage Equalization and Regional Misallocation: Evidence from Italian and German Provinces
154533451,IEEE Transactions on Engineering Management,66,4,27,2017,2019,2,"{2017: 1, 2018: 16, 2019: 10}",Generative Capability
16146169,International Journal of Economic Theory,16,3,6,2018,2020,2,"{2018: 4, 2019: 1, 2020: 1}",Strategy‐proof and group strategy‐proof stable mechanisms: An equivalence
22247924,Entrepreneurship and Regional Development,28,1-2,6,2014,2016,2,"{2014: 1, 2015: 4, 2016: 1}",Informal entrepreneurship and institutional theory: explaining the varying degrees of (in)formalization of entrepreneurs in Pakistan
85739584,Journal of Applied Econometrics,26,5,10,2009,2011,2,"{2009: 2, 2010: 6, 2011: 2}",Simulation estimation of two-tiered dynamic panel Tobit models with an application to the labor supply of married women | How does changing age distribution impact stock prices? a nonparametric approach
85739584,Journal of Applied Econometrics,25,4,9,2008,2010,2,"{2008: 1, 2010: 8}",Forecast Evaluation of Small Nested Model Sets
36547454,International Entrepreneurship and Management Journal,19,1,19,2021,2023,2,"{2021: 2, 2022: 14, 2023: 3}",Are different entrepreneurship-promotion activities equally effective? an analysis by academic year and gender | Crowdfunding: a bibliometric analysis
103311983,Journal of Advertising,52,1,11,2021,2023,2,"{2021: 10, 2023: 1}",Future of the <i>Journal of Advertising</i> in the Rapidly Changing World
138645024,Journal of Comparative Economics,43,1,16,2013,2015,2,"{2013: 2, 2014: 12, 2015: 2}",Growth-friendly dictatorships | Comparative political economy of regional transport infrastructure investment in Europe
41930762,Japanese Economic Review,73,2,9,2020,2022,2,"{2020: 7, 2021: 1, 2022: 1}",Can nudges save lives?
42678134,Journal of Hospitality & Tourism Research,46,7,10,2020,2022,2,"{2020: 2, 2021: 7, 2022: 1}",Sustainable Tourism Destinations
57667410,Annals of Operations Research,161,1,9,2006,2008,2,"{2006: 1, 2007: 7, 2008: 1}",Coordinating decentralized local schedulers in complex supply chain manufacturing
76633192,Journal of Business Ethics,164,2,12,2018,2020,2,"{2018: 4, 2019: 6, 2020: 2}",CEO Hubris and Firm Pollution: A Tricky Relationship | Review of Evidence-Based Management: How to Make Better Organizational Decisions by Eric Barends and Denise Rousseau
187626162,Entrepreneurship Theory and Practice,46,6,14,2020,2022,2,"{2020: 4, 2021: 9, 2022: 1}",Laughing All the Way to the Bank: The Joint Roles of Shared Coping Humor and Entrepreneurial Team-Efficacy in New Venture Performance
180061323,The Review of Economics and Statistics,94,3,15,2010,2012,2,"{2010: 2, 2011: 12, 2012: 1}",The Plight of Mixed-Race Adolescents
165087003,Journal of the European Economic Association,18,1,15,2018,2020,2,"{2018: 7, 2019: 6, 2020: 2}",Correction to: Spillover Effects of Mass Layoffs | Correction to: Endogenous Childlessness and Stages of Development
35673206,International Marketing Review,37,4,10,2018,2020,2,"{2018: 2, 2019: 7, 2020: 1}",Cause-related marketing in international business: what works and what does not?
44376543,Business & Society,49,4,8,2008,2010,2,"{2008: 2, 2010: 6}",Corporate Social Performance Disoriented: Saving the Lost Paradigm? | An Historical Perspective on the Interplay of Christian Thought and Business Ethics
4210203108,Asia-Pacific Journal of Accounting & Economics,29,6,14,2019,2021,2,"{2019: 1, 2020: 11, 2021: 2}",Earnings management and instances of material weaknesses reported under Sections 302 and 404
87933477,Environment and Planning A Economy and Space,49,3,14,2015,2017,2,"{2015: 1, 2016: 12, 2017: 1}","Dis-locating public space: Occupy Rondebosch Common, Cape Town"
206927904,Asia Pacific Journal of Human Resources,59,1,8,2019,2021,2,"{2019: 6, 2020: 1, 2021: 1}",The impact of HRM digitalization on firm performance: investigating three‐way interactions
49331332,Service Industries Journal,40,1-2,10,2018,2020,2,"{2018: 3, 2019: 6, 2020: 1}",Well-being research in the service industries
170137484,Review of Financial Studies,24,6,12,2009,2011,2,"{2009: 1, 2010: 6, 2011: 5}",Understanding the Subprime Mortgage Crisis
49331332,Service Industries Journal,33,15-16,13,2011,2013,2,"{2011: 9, 2012: 3, 2013: 1}",Acknowledgements
57667410,Annals of Operations Research,337,2,9,2022,2024,2,"{2022: 1, 2023: 6, 2024: 2}",MIP-based solution approaches for multi-site resource-constrained project scheduling
184816971,International Journal of Production Economics,142,2,18,2010,2012,2,"{2010: 4, 2012: 14}",A decision-making tool to maximize chances of meeting project commitments | A framework for analysing supply chain performance evaluation models
75845752,Auditing A Journal of Practice & Theory,34,1,9,2013,2015,2,"{2013: 2, 2014: 6, 2015: 1}",Author Information
5486590,International Economics and Economic Policy,13,4,9,2014,2016,2,"{2014: 1, 2015: 4, 2016: 4}",Deriving the new quantity equation: an approach for a closed and an open economy
66510378,Critical Perspectives on Accounting,16,3,12,2003,2005,2,"{2003: 8, 2004: 2, 2005: 2}",An ode to government accountants | Old Age
86125002,Environmental and Resource Economics,63,4,5,2014,2016,2,"{2014: 2, 2015: 1, 2016: 2}",The Political Game of European Fisheries Management
39841227,International Journal of Forecasting,27,3,22,2009,2011,2,"{2009: 2, 2010: 10, 2011: 10}",MLP ensembles improve long term prediction accuracy over single networks | Evaluating the forecasting performance of econometric models of air passenger traffic flows using multiple error measures
117460449,Asia Pacific Business Review,28,2,12,2020,2022,2,"{2020: 1, 2021: 5, 2022: 6}",Education in Japan: a comprehensive analysis of reforms and practices
175672440,Regional Studies,54,4,15,2018,2020,2,"{2018: 7, 2019: 7, 2020: 1}","Mobility, housing and labour markets in times of economic crises"
99304778,Forum for Social Economics,40,2,9,2009,2011,2,"{2009: 2, 2010: 6, 2011: 1}",Some Insights on Religion from Public Goods Economics
113497174,Human Resource Management Journal,24,3,7,2012,2014,2,"{2012: 1, 2013: 1, 2014: 5}",The recruitment and selection of pension trustees: an integrative approach
4210203108,Asia-Pacific Journal of Accounting & Economics,30,3,14,2020,2022,2,"{2020: 1, 2021: 12, 2022: 1}","Employee mobility, information transfer and stock price crash risk"
205929853,Electronic Commerce Research,20,3,8,2018,2020,2,"{2018: 1, 2019: 3, 2020: 4}",The analysis on Chinese e-commerce tax losses based on the perspective of information asymmetry
17986141,Journal of Management Inquiry,28,3,18,2017,2019,2,"{2017: 4, 2018: 2, 2019: 12}",Can It? On Expanding Institutional Theory by Disarming Critique | Heuristics to Navigate Uncertainties: Interview With Professor Kathleen M. Eisenhardt
50366009,Urban Studies,53,7,10,2014,2016,2,"{2014: 3, 2015: 4, 2016: 3}",Re-anchoring capital in disaster-devastated spaces: Financialisation and the Gulf Opportunity (GO) Zone programme | Reconstituting the state: City powers and exposures in Chicago’s infrastructure leases
52048951,International Journal of Business and Globalisation,22,1,18,2017,2019,2,"{2017: 9, 2018: 1, 2019: 8}",Microenterprise Development through Organisational Interventions: A Comparative Study of Holistic and Building Human Capital Approach in India
50366009,Urban Studies,60,15,13,2021,2023,2,"{2021: 1, 2022: 6, 2023: 6}",On the move in the (post)colonial metropolis: The Paris Metro in Francophone African and Afrodiasporic fiction
205929853,Electronic Commerce Research,18,2,12,2016,2018,2,"{2016: 2, 2017: 8, 2018: 2}",Design of electronic payment system based on authenticated key exchange | A secure and efficient payment protocol based on ElGamal cryptographic algorithms
45372229,World Economy,43,10,13,2018,2020,2,"{2018: 1, 2019: 2, 2020: 10}",Trade openness and the environmental Kuznets curve: Evidence from Chinese cities
39841227,International Journal of Forecasting,34,2,16,2016,2018,2,"{2016: 2, 2017: 7, 2018: 7}","Mining big data using parsimonious factor, machine learning, variable selection and shrinkage methods | Belgian economic policy uncertainty index: Improvement through text mining"
57667410,Annals of Operations Research,179,1,20,2008,2010,2,"{2008: 18, 2010: 2}",Preface | A supernodal formulation of vertex colouring with applications in course timetabling
151705444,Journal of Management Studies,56,8,11,2017,2019,2,"{2017: 1, 2018: 2, 2019: 8}",Evolving Reactions: 60 Years with March and Simon's ‘Organizations’
87328381,Journal of Occupational and Organizational Psychology,85,1,11,2010,2012,2,"{2010: 5, 2011: 5, 2012: 1}",Editorial acknowledgement
95314075,Leadership,13,2,8,2015,2017,2,"{2015: 1, 2016: 3, 2017: 4}",Sixty years of research on leadership in Africa: A review of the literature
86125002,Environmental and Resource Economics,70,3,8,2016,2018,2,"{2016: 3, 2017: 4, 2018: 1}",Managing Wildlife Faced with Pathogen Risks Involving Multi-Stable Outcomes
99304778,Forum for Social Economics,42,2-3,10,2011,2013,2,"{2011: 1, 2013: 9}",Does ‘New Regionalism Theory’ Explain the Complementary Role of Foreign Direct Investment and Trade Activity in the Central and Eastern European Region? The Case of Bulgaria
2765008422,Global Strategy Journal,10,4,9,2018,2020,2,"{2018: 3, 2019: 3, 2020: 3}",Global strategic context and CEO appointments: The importance of a global mind‐set | Finance and the multinational company: Building bridges between finance and global strategy research
165253824,Scandinavian Journal of Economics,122,3,14,2018,2020,2,"{2018: 1, 2019: 11, 2020: 2}",An Empirical Assessment of the Swedish Bullionist Controversy*
185277049,Journal of Banking Regulation,21,1,9,2018,2020,2,"{2018: 2, 2019: 6, 2020: 1}","Banking Law Symposium, regulatory responses to the global financial crisis: back to the future or back to the past? In honour of Professor David G. Mayes"
107859553,International Small Business Journal Researching Entrepreneurship,35,1,9,2015,2017,2,"{2015: 5, 2016: 2, 2017: 2}",Migrant entrepreneurship: Reflections on research and practice | Bullying and harassment and work-related stressors: Evidence from British small and medium enterprises
101209419,Journal of Development Economics,89,2,11,2007,2009,2,"{2007: 1, 2008: 8, 2009: 2}",Globalization and financial development
180492355,Public Finance Review,47,2,7,2017,2019,2,"{2017: 4, 2018: 2, 2019: 1}",Integrating Microsimulation Models of Tax Policy into a DGE Macroeconomic Model
23343376,International Business Review,31,3,15,2020,2022,2,"{2020: 1, 2021: 12, 2022: 2}",Strategic ambidexterity and its performance implications for emerging economies multinationals
74096415,Journal of Economic Policy Reform,23,3,6,2018,2020,2,"{2018: 1, 2019: 2, 2020: 3}","Germany, the problem of leadership, and institution-building in EMU reform"
182689569,Quantitative Finance,13,10,13,2011,2013,2,"{2011: 2, 2013: 11}",Performance analysis of log-optimal portfolio strategies with transaction costs | Optimal portfolio allocations with tracking error volatility and stochastic hedging constraints
122073985,The Journal of Economic History,66,4,25,2004,2006,2,"{2004: 1, 2006: 24}",Forging a New Identity: The Costs and Benefits of Diversity in Civil War Combat Units for Black Slaves and Freemen
135086714,Journal of Information Technology,33,2,5,2016,2018,2,"{2016: 1, 2017: 3, 2018: 1}",How do Requirements Evolve over Time? A Case Study Investigating the Role of Context and Experiences in the Evolution of Enterprise Software Requirements
154533451,IEEE Transactions on Engineering Management,68,6,33,2019,2021,2,"{2019: 19, 2020: 9, 2021: 5}",TechRxiv: Share Your Preprint Research with the World! | 2021 Index IEEE Transactions on Engineering Management Vol. 68
